createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Wed Mar 05 23:13:07 +0000 2025,0,309,1897425169754321313,True,"@T13 La izquierda empieza a tener el mismo dilema que la derecha, saben que la principal candidata de su sector no convence a muchos pero al final es lo que queda. Muchos no quieren mas experimentos como el Merluzo y el Ken de Maipú es lo mismo",izquierda empieza tener mismo dilema derecha saben principal candidata sector convence final queda quieren mas experimentos merluzo ken maipú mismo,Negative
Wed Mar 05 23:07:06 +0000 2025,0,30,1897423655727923655,True,@T13 Este es tan HDP como Boric y Jackson,tan hdp boric jackson,Negative
Wed Mar 05 23:06:02 +0000 2025,2,36,1897423388022296987,True,@T13 Este imbecil no lo soporto ! Es entre miechica y weon,imbecil soporto miechica weon,Negative
Wed Mar 05 23:05:51 +0000 2025,0,40,1897423340425322555,True,@DFinanciero como que cae el litio pero si el merluzo esta ocupando las utilidades del litio para guiñarse la plata de la corfo???? 😂😂😂🤣🤣🤣 o no habían utilidades??? 🤣🤣🤣🤣🤣🤣,cae litio si merluzo ocupando utilidades litio guiñarse plata corfo utilidades,Negative
Wed Mar 05 23:04:59 +0000 2025,2,55,1897423121428492797,True,"@felipekast Y el otro weón del Merluzo, regalando entradas para el cine...!!!🤦‍♂️",weón merluzo regalando entradas cine,Negative
Wed Mar 05 23:03:59 +0000 2025,1,23,1897422871707660420,True,@CNNChile La derecha cobarde de Chile Fuimos. Vagón de cola de Socialistas y Comunistas https://t.co/nGf1mCDs9M,derecha cobarde chile vagón cola socialistas comunistas,Negative
Wed Mar 05 23:02:04 +0000 2025,48,873,1897422389891207327,False,--BUENA NOTICIA.  Si el merluzo inepto @GabrielBoric indultó y premió con PV a criminales que quemaron el país. ¿porqué no tiene derecho a indulto un valiente militar que defendió la democracia en pleno estallido delictual en 2019? https://t.co/lixG4ZYdeG,buena noticia si merluzo inepto indultó premió pv criminales quemaron país porqué derecho indulto valiente militar defendió democracia pleno estallido delictual,Negative
Wed Mar 05 22:59:58 +0000 2025,0,11,1897421861073342963,False,Tuché merluzo HDP @GabrielBoric,tuché merluzo hdp,Negative
Wed Mar 05 22:59:07 +0000 2025,0,11,1897421645767119006,True,@biobio Esta señora y el merluzo son los reyes de las volteretas DIFÍCIL CREER  LO QUE DICE,señora merluzo reyes volteretas difícil creer dice,Negative
Wed Mar 05 22:58:49 +0000 2025,1,48,1897421569418269020,True,"@CRLDEMONIO Están robando de lo lindo...el merluzo y su mafia felices tirando plata para sus bolsillos, total el ladrón es el jefe merluzo..",robando lindoel merluzo mafia felices tirando plata bolsillos total ladrón jefe merluzo,Negative
Wed Mar 05 22:57:31 +0000 2025,0,13,1897421245219516437,True,"@daniel_nunez_a No, si es mejor tener la estatua de un borracho misógino que le ponía el gorro a su mujer en su propia casa. Cualquier duda la senadora @iallendebussi lo puede confirmar.",si mejor tener estatua borracho misógino ponía gorro mujer propia casa cualquier duda senadora puede confirmar,Negative
Wed Mar 05 22:54:04 +0000 2025,0,53,1897420373391548579,False,"Adhiero ! yo entiendo perfectamente a la gente q está enojada con la izquierda  de este país, así q no vengan con weas q el merluzo culiao no hizo nada !",adhiero entiendo perfectamente gente q enojada izquierda país así q vengan weas q merluzo culiao hizo,Negative
Wed Mar 05 22:53:14 +0000 2025,1,97,1897420165702140263,True,"@polaberta Yo no soy hijo de ninguno de los dos, pero de solo ver cómo se ha comportado la izquierda corrupta y nefasta estos últimos 10 años, cada vez creo con más convicción que el gobierno militar fue lo mejor que le ha pasado a Chile. https://t.co/l60a1msG0T",hijo ninguno dos solo ver cómo comportado izquierda corrupta nefasta últimos años cada vez creo convicción gobierno militar mejor pasado chile,Negative
Wed Mar 05 22:52:38 +0000 2025,0,80,1897420016556904890,True,@AlertaNews24 Bien merluzo ahí te la doy,bien merluzo ahí doy,Neutral
Wed Mar 05 22:51:58 +0000 2025,1,62,1897419847169974450,False,"@felipekast, aún así bailas al ritmo del Merluzo.",aún así bailas ritmo merluzo,Neutral
Wed Mar 05 22:50:36 +0000 2025,0,60,1897419502981120345,True,@Jacques_Punta_A Desgraciado pa grande el Merluzo,desgraciado pa grande merluzo,Negative
Wed Mar 05 22:47:58 +0000 2025,0,25,1897418838125478291,True,@manuelsoteldo4 jajajaja!!! cara de raja el Merluzo!!,jajajaja cara raja merluzo,Negative
Wed Mar 05 22:46:33 +0000 2025,2,134,1897418482222014620,False,Deja de perder el tiempo en pelotudeces Merluzo sdw.,deja perder tiempo pelotudeces merluzo sdw,Negative
Wed Mar 05 22:44:02 +0000 2025,0,14,1897417849708405032,True,"@JConchac La Tohá es nefasta, este merluzo la admira porque ella tiene un cartón y el jamás logró tener 1",tohá nefasta merluzo admira cartón jamás logró tener,Negative
Wed Mar 05 22:40:56 +0000 2025,0,24,1897417069987291145,False,merluzo CR,merluzo cr,Neutral
Wed Mar 05 22:39:58 +0000 2025,0,9,1897416826025599088,True,@CNNChile Los mismo que hacen Uds cuando gobierna la derecha .... merluzo tienes los días contados,mismo hacen uds gobierna derecha merluzo días contados,Negative
Wed Mar 05 22:33:27 +0000 2025,0,18,1897415186941911065,True,@latercera Trabaja por la comuna weon,trabaja comuna weon,Neutral
Wed Mar 05 22:33:00 +0000 2025,0,17,1897415075688014214,True,"@24HorasTVN Salta para el
Lado comunista del carajo",salta lado comunista carajo,Negative
Wed Mar 05 22:31:44 +0000 2025,1,27,1897414755490652168,True,@GabrielBoric La unica huea que sabi decir la democracia los derechos humanos gracias a esa mierda chile esta lleno de venecos colombianos y cuanta mierda mas que entra desde el norte y tu lo sabes y te haces el hueon merluzo,unica huea sabi decir democracia derechos humanos gracias mierda chile lleno venecos colombianos cuanta mierda mas entra norte sabes haces hueon merluzo,Negative
Wed Mar 05 22:29:59 +0000 2025,0,51,1897414316166656238,True,"@meganoticiascl Caribeño, para variar. #venezolanos",caribeño variar venezolanos,Neutral
Wed Mar 05 22:28:46 +0000 2025,1,78,1897414006333476904,True,"@ChichadeManzana Como dice el Merluzo: ""Seguimos""... 
si, seguimos como las weas",dice merluzo seguimos si seguimos weas,Negative
Wed Mar 05 22:28:23 +0000 2025,0,4,1897413913144328609,True,"@manecarpediem Encantado votaría por la avestruz comunista, para que continúe el legado del merluzo. "" empobrecedor, terrorista, delincuente y mitomano "" cuenta con mi voto y en de mi núcleo familiar https://t.co/oaX97S7TZS",encantado votaría avestruz comunista continúe legado merluzo empobrecedor terrorista delincuente mitomano cuenta voto núcleo familiar,Negative
Wed Mar 05 22:27:31 +0000 2025,0,14,1897413692716933543,True,"@miro_y_comento Este Weon merluzo nos trajo la mala suerte, desde que fue a san Carlos cagamos",weon merluzo trajo mala suerte san carlos cagamos,Negative
Wed Mar 05 22:27:13 +0000 2025,0,25,1897413619530522645,True,"@biobio El merluzo nos dejó sin plata. Lo saben, así como también saben q hay servicios sin recursos, entonces, ahora es tiempo de q esos empleados públicos de la salud, de la educación o del que se tire a huelga (ilegal en el servicio público), comiencen a trabajar por vocación, porque",merluzo dejó plata saben así saben q servicios recursos entonces ahora tiempo q empleados públicos salud educación tire huelga ilegal servicio público comiencen trabajar vocación,Negative
Wed Mar 05 22:27:06 +0000 2025,0,74,1897413586928198011,False,"DE HABER SIDO EL VENECO EL ATROPELLADO Y EL CARABINERO EL AUTOR DEL CRIMEN, LO TENDRÍAN EN LA CARCEL DEL MINUTO 1.   DPP= H.P. + CTM",haber sido veneco atropellado carabinero autor crimen carcel minuto dpp hp ctm,Negative
Wed Mar 05 22:24:41 +0000 2025,1,26,1897412980440240315,True,"@GabrielBoric El golpista chuchesumadre hablando de democracia
Merluzo chuchetumadre asesino,tus cochinas manos están manchadas con sangre inocente",golpista chuchesumadre hablando democracia merluzo chuchetumadre asesinotus cochinas manos manchadas sangre inocente,Negative
Wed Mar 05 22:22:36 +0000 2025,1,11,1897412456034787698,True,"@GabrielBoric Lávate el hocico merluzo chuchetumadre indecente antes de nombrar la palabra democracia 
#GobiernoCriminalCorruptoyMentiroso",lávate hocico merluzo chuchetumadre indecente nombrar palabra democracia gobiernocriminalcorruptoymentiroso,Negative
Wed Mar 05 22:22:26 +0000 2025,0,12,1897412413001236646,True,@Panchitadelsur Peor que el del merluzo MARACO imposible,peor merluzo maraco imposible,Negative
Wed Mar 05 22:17:26 +0000 2025,0,39,1897411156689703198,True,@CNNChile Quien va a querer perder tiempo con el merluzo y sus poemas pelotudo a,va querer perder tiempo merluzo poemas pelotudo,Negative
Wed Mar 05 22:16:18 +0000 2025,0,28,1897410871095386383,True,@manuelsoteldo4 Después sacaron a Mauricio del programa y ahora pusieron a cavada…esa es la democracia del merluzo ctm….,después sacaron mauricio programa ahora pusieron cavadaesa democracia merluzo ctm,Negative
Wed Mar 05 22:15:48 +0000 2025,0,16,1897410743496319306,True,"@Pixies_cl Venezolanos de mierda, ahí que sacarlos a todos cagando del pais.",venezolanos mierda ahí sacarlos cagando pais,Negative
Wed Mar 05 22:14:31 +0000 2025,0,8,1897410420283203806,False,"VOY POR KAISER  Y SI NO,  NULO !!!!!!",voy kaiser si nulo,Negative
Wed Mar 05 22:14:13 +0000 2025,1,34,1897410348757705063,False,Chile fué tan weon al elegir al merluzo que esto no me sorprende..podrian ser más weones aun.,chile fué tan weon elegir merluzo sorprendepodrian ser weones aun,Negative
Wed Mar 05 22:13:01 +0000 2025,0,13,1897410045912211659,False,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ¡El Merluzo muere por la boca!,merluzo muere boca,Negative
Wed Mar 05 22:12:41 +0000 2025,0,52,1897409961975800304,True,"@manuelsoteldo4 El Merluzo Ql dando la cacha!!! @GabrielBoric te dijeron la verdad en la cara reconchadeTuMadre y supiste que decir Acéfalo, Mitómano, Volteretas",merluzo ql dando cacha dijeron verdad cara reconchadetumadre supiste decir acéfalo mitómano volteretas,Negative
Wed Mar 05 22:11:33 +0000 2025,0,14,1897409676926738550,True,@GobiernodeChile Canciller weones,canciller weones,Neutral
Wed Mar 05 22:08:41 +0000 2025,0,58,1897408954571087890,True,@MC21_Rodrigo @biobio Lo bueno que en el próximo gobierno cerraran el indh y le daran más atribuciones a carabineros.. 💪🏽,bueno próximo gobierno cerraran indh daran atribuciones carabineros,Positive
Wed Mar 05 22:08:17 +0000 2025,1,50,1897408854935396586,False,"En verdad, el merluzo @GabrielBoric gobierna con la vista puesta en el pasado. En lugar de aprovechar lo a visita del Presidente Alemán para hablar de inversiones y desarrollo, se concentra en hablar de fosas, eventuales desaparecidos... pero lo hace desde la deshonestidad. No",verdad merluzo gobierna vista puesta pasado lugar aprovechar visita presidente alemán hablar inversiones desarrollo concentra hablar fosas eventuales desaparecidos hace deshonestidad,Negative
Wed Mar 05 22:06:52 +0000 2025,84,1232,1897408498855764207,False,"Mientras los chilenos mueren esperando por atención en Hospitales públicos, porq este Gobierno los tiene sin presupuesto y sin suministros...
Y la prioridad del Merluzo @GabrielBoric fue dar
15 MIL MILLONES para q mayores d 18 años vayan al cine‼️ #BoricUnLegadoDeMuerte https://t.co/gtJ2jhmjEY",mientras chilenos mueren esperando atención hospitales públicos porq gobierno presupuesto suministros prioridad merluzo dar mil millones q mayores d años vayan cine boricunlegadodemuerte,Negative
Wed Mar 05 22:06:34 +0000 2025,0,9,1897408420921405773,False,"@GobiernodeChile @GabrielBoric MERLUZO!!! donde cresta está la plata de los damnificados?????.... que hoyo económico fue a tapar????
%!(EXTRA string=Eduardo Pavez317) https://t.co/yuhlTLHoJn",merluzo cresta plata damnificados hoyo económico tapar extra stringeduardo pavez,Negative
Wed Mar 05 22:06:18 +0000 2025,0,58,1897408354097778770,True,@CNNChile Lo encuentra muy rasca al merluzo!,encuentra rasca merluzo,Negative
Wed Mar 05 22:05:42 +0000 2025,0,7,1897408203740344642,True,@Panchitadelsur El De izquierda está más Que Claro. Ya ven la Caga que tiene El Merluzo.,izquierda claro ven caga merluzo,Negative
Wed Mar 05 22:05:18 +0000 2025,0,11,1897408101785198945,True,@24HorasTVN Si más 3700 asesinatos.. chavistas manos con sangre.. vende Patria conchetumadre @alvaroelizalde,si asesinatos chavistas manos sangre vende patria conchetumadre,Negative
Wed Mar 05 22:03:42 +0000 2025,0,40,1897407699450781939,False,Solo un idiota como el merluzo podria haber llenado de comunsitas los cargos mas relevantes del estado.,solo idiota merluzo podria haber llenado comunsitas cargos mas relevantes,Negative
Wed Mar 05 22:03:39 +0000 2025,0,18,1897407687832576405,True,@manuelsoteldo4 Merluzo saco de weas,merluzo saco weas,Negative
Wed Mar 05 22:03:21 +0000 2025,0,8,1897407611202600975,True,"@Incorru47125032 Seguramente el merluzo no le hecha la culpa al gobierno anterior, y su lema es lo mismo que dices en la medida 3 en resumidas cuentas lo mismo ha hecho el merluzo",seguramente merluzo hecha culpa gobierno anterior lema mismo dices medida resumidas cuentas mismo hecho merluzo,Negative
Wed Mar 05 22:00:58 +0000 2025,0,9,1897407011958276490,True,"@GabrielBoric Oye Merluzo, tu Twitter parece como el diario de vida de un gobernante inútil. Nada que lel sirva al ciudadano común, todo lo que muestras es de tu ideología política y beneficios para los parásitos o mostrando cosas intrascendentes. Acéfalo, Mitómano y Volteretas",oye merluzo twitter parece diario vida gobernante inútil lel sirva ciudadano común muestras ideología política beneficios parásitos mostrando cosas intrascendentes acéfalo mitómano volteretas,Negative
Wed Mar 05 21:58:11 +0000 2025,0,41,1897406313145266562,True,"@24HorasTVN Pero si tu payaso polarizaste la educación, encima que usaste el colegio de profesores para apoyar al merluzo.
Con que cara andas reclamando",si payaso polarizaste educación encima usaste colegio profesores apoyar merluzo cara andas reclamando,Negative
Wed Mar 05 21:58:03 +0000 2025,0,244,1897406279238525140,True,"@biobio Chile lo necesita, pero estas no son más que mentiras sobre mentiras.",chile necesita mentiras mentiras,Negative
Wed Mar 05 21:56:17 +0000 2025,0,80,1897405834193502271,False,"Te quiero, merluzo. 💕",quiero merluzo,Positive
Wed Mar 05 21:55:34 +0000 2025,0,14,1897405651523133639,True,"@merluzodepincho @LRsecreta A ver merluzo,no te esfuerces tanto que vas a echar humo. No hay ningún solo vídeo en todos los que me has pasado que diga Putin "" queremos invadir un país de la OTAN "" .
Punto.",ver merluzono esfuerces vas echar humo ningún solo vídeo pasado diga putin queremos invadir país otan punto,Negative
Wed Mar 05 21:54:40 +0000 2025,0,6,1897405427278856409,False,ESTE WEON ESTA DESCONECTADO DE LA REALIDAD QUE VIVEN LOS CHILENOS.,weon desconectado realidad viven chilenos,Negative
Wed Mar 05 21:53:16 +0000 2025,1,530,1897405073879392256,True,"@Elwnbasado11607 Dusting Fleto desviado al igual que el merluzo desviado y degenerado. No se salva nadie a
De ese antro desviado raras rojas.",dusting fleto desviado igual merluzo desviado degenerado salva nadie antro desviado raras rojas,Negative
Wed Mar 05 21:52:04 +0000 2025,0,5,1897404774171210134,True,@felipekast Pero ahí están ustedes aprobando toda la basura que les plantea este gobierno del Merluzo…..,ahí ustedes aprobando toda basura plantea gobierno merluzo,Negative
Wed Mar 05 21:51:04 +0000 2025,0,6,1897404519132357058,True,@giuliana_nac Eso es lo que está incubando el PC una guerra civil apoyado por todos sus soldados en puestos claves y manejando al mamarracho del merluzo,incubando pc guerra civil apoyado soldados puestos claves manejando mamarracho merluzo,Negative
Wed Mar 05 21:42:14 +0000 2025,0,13,1897402297526968348,True,@manuelsoteldo4 Merluzo cree que somos idiotas como el,merluzo cree idiotas,Negative
Wed Mar 05 21:37:33 +0000 2025,0,30,1897401117857996869,True,"@VeronicaWelkner Como que la señora está asumiendo la estrategia de la campaña del Merluzo en la segunda vuelta, cambió discurso original por el de su contrincante. Que mal, que mal. Copy - Paste",señora asumiendo estrategia campaña merluzo segunda vuelta cambió discurso original contrincante mal mal copy paste,Negative
Wed Mar 05 21:37:19 +0000 2025,0,9,1897401059280359783,True,"@sergiobitar @Carolina_Toha Sergio dentrese!!! El discurso es demasiado añejo, es el discurso aprendido desde siempre, por último, cambie un poco las palabras,
Es mujer ya murió porque lo hizo muy mal en el ministerio, quedó manchada como cómplice de las estupideces del merluzo",sergio dentrese discurso demasiado añejo discurso aprendido siempre último cambie palabras mujer murió hizo mal ministerio quedó manchada cómplice estupideces merluzo,Negative
Wed Mar 05 21:36:57 +0000 2025,0,4,1897400968893157680,True,"@GobiernodeChile @Min_Hacienda @meconomia Cualquiera que no sea un acomodado fanatico de la secta del merluzo, sabe que estas cifras no son reales",cualquiera acomodado fanatico secta merluzo sabe cifras reales,Negative
